causality_from,causality_to,weight
edlvdch,dscrsex,0.02232847486220929
dscrsex,pdjobev,0.022316080676548358
uempli,eiscedf,0.022314238467095293
trstplt,cmsrv,0.022293066493365994
hswrk,uemplap,0.02229100308070032
imsmetn,dscretn,0.02226644980381058
trstun,jbspv,0.022256164375508453
edulvlb,sclmeet,0.022244910476222058
imsmetn,uemp5yr,0.022216821902642875
dscrgrp,emplrel,0.02219559689433853
imsmetn,crpdwk,0.022173861926129895
dscrrlg,hinctnta,0.022169805968003324
bctprd,mocntr,0.022141877712343924
crpdwk,edlvfdie,0.02212789117542665
dsbld,edulvlfb,0.02212698159251608
trstlgl,sclact,0.02211683842481083
crpdwkp,trstplc,0.022089975012904422
imbgeco,uempli,0.022088051289209085
dvrcdeva,trstplt,0.022078709142236693
dscrgnd,stfeco,0.022072251808626785
dngnap,iorgact,0.022055724975191576
dngoth,edlvmdlt,0.022047970184450497
dscroth,emprf14,0.022047319489394812
mnactic,eiscedm,0.022041643655558954
pplfair,edulvlfb,0.022035003833903874
edctnp,hincfel,0.02200461593561407
stfhlth,trstep,0.021975593399126525
edctn,maritalb,0.021960239879164768
dngothp,edlvdie,0.021957193372291406
edlvpdie,happy,0.021956294263998997
uempli,edlvfdch,0.02194992764757017
eiscedm,edulvlfb,0.02191588301291239
edlvpdlt,trstplt,0.021915770610739127
eiscedp,chldhhe,0.021912249809888436
trstlgl,edctn,0.021893451478863152
lvgptnea,edlvpdch,0.02185143504403271
imsmetn,stfedu,0.021807377438993587
dsbldp,uempli,0.021793830846883664
sclmeet,wrkac6m,0.02177374071200936
trstun,eiscedf,0.02176589524569637
clsprty,pdwrkp,0.021727117648722524
edlvpdch,nacer2,0.021700754716780353
rshpsts,pplhlp,0.021698205892019352
sclact,lvgptnea,0.021696559637078505
njbspv,dscrgnd,0.02169504795098676
wkhct,dscrgnd,0.02169504795098676
wkhtot,dscrgnd,0.02169504795098676
wkhtotp,dscrgnd,0.02169504795098676
hincfel,dvrcdeva,0.021665986597917988
eisced,rshpsts,0.021659500097145658
pdwrkp,rlgdnach,0.02165719406024283
uemp5yr,imbgeco,0.021629358475113946
eiscedm,rlgblg,0.021597821249051075
imsmetn,hincsrca,0.021595735957479156
dvrcdeva,wrkac6m,0.021581407035890888
edlvfdlt,crmvct,0.021578855997155963
edlvpdfi,hinctnta,0.0215767257252292
dscrdsb,edlvmdfi,0.021560331186438877
dsbld,wkdcorga,0.02154325189303595
imdfetn,edlvmdie,0.021488083580397263
dsbld,edlvfdfi,0.021487246045669754
edlvpdch,dscroth,0.021469662072189113
bctprd,atncrse,0.02144897896382087
pdwrkp,dscroth,0.021436383986392034
pplhlp,rlgdnach,0.021394798456625883
dscrsex,uemp12m,0.02139387786811913
mbtru,edctnp,0.021389183194521787
mnactic,trstlgl,0.021388891186886177
edlvmdlt,occf14b,0.021379920967402308
dscrgrp,iorgact,0.021374807426448712
dscrgnd,stfgov,0.021353216969174357
lvgptnea,rlgdnach,0.021332820696858153
atncrse,hincsrca,0.021327553191017874
freehms,crpdwk,0.02132719554986622
sclact,edagegb,0.02132458475131279
dscrlng,imwbcnt,0.021313274081608435
rtrdp,wrkac6m,0.021285964291971972
iorgact,edlvmdfi,0.02127033964327609
dngdkp,stfhlth,0.02126184137634541
happy,occf14b,0.021260448304895187
dscrrce,emprm14,0.0212588476077429
rtrdp,uemplap,0.021251038855207176
edulvlmb,emprf14,0.021246050285673265
hlthhmp,uemplap,0.021241513336704907
rlgdnm,sclmeet,0.02123770851093324
marsts,aesfdrk,0.021231149508659133
rlgblg,uemp5yr,0.021213469079734645
sclmeet,ctzcntr,0.021208637416340215
atncrse,imbgeco,0.021202905292207988
edlvfdie,dscretn,0.021195506684482817
trstplc,dscrsex,0.02119407279077694
uemplap,mnactp,0.02111706017280987
aesfdrk,edlvpdlt,0.021115038737641992
eiscedp,edlvmdch,0.021108389680826373
wkhtotp,dsbldp,0.02110639785231929
trstprl,hincfel,0.02109572074112056
edlvpdch,eiscedf,0.021086174488822586
dscrage,eiscedf,0.021055003481627643
mocntr,mainact,0.021031146757393974
crpdwkp,nacer2,0.020992218997013482
edlvmdch,hinctnta,0.020971646083804158
uemplap,trstlgl,0.020962680163153294
eiscedf,dsbld,0.02094466993327504
imsmetn,mocntr,0.020892413741077098
polintr,edulvlpb,0.020892200256840472
pplfair,uempla,0.020884328526411797
domicil,jbspv,0.020874248434678562
dscrdsb,trstplt,0.020869055805216436
occm14b,rlgdngb,0.020865680552388802
dscretn,jbspv,0.020831468456078493
edlvfdch,mnactp,0.020830382131702317
crmvct,emplrel,0.02081757357737344
emprm14,eiscedf,0.02080635925180799
dscrdsb,rtrdp,0.02080609429944276
dscrrlg,emplrel,0.02080211041076567
rlgdnno,lrscale,0.020780909011080113
lrscale,impcntr,0.02076688011926638
stflife,dscretn,0.02074691629194094
emplrel,imsmetn,0.020740178436147116
trstun,mocntr,0.020740037904452998
dngothp,eiscedm,0.020726825330117254
stflife,rlgdnno,0.02070959724726389
crmvct,imbgeco,0.020663630028511057
jbspv,edulvlb,0.020662913867358943
bctprd,mbtru,0.020649232073522227
rlgdnm,edulvlmb,0.0206300731467335
edlvpdlt,atncrse,0.0206203944724392
dngoth,wrkac6m,0.020614343216639068
lvgptnea,edulvlmb,0.020599756984821343
uemplap,dscrsex,0.02054618347538512
eiscedm,stfeco,0.020544874378035507
stfeco,edulvlmb,0.020528544152442704
edlvpdlt,ctzcntr,0.02046726294754894
eiscedp,edlvfdlt,0.020440090562179873
edlvmdfi,imsmetn,0.020426982087546477
trstplt,edlvpdfi,0.020426564341489012
lrscale,stflife,0.020398735855544456
crmvct,edlvdfi,0.020386677760062283
edlvmdfi,occm14b,0.020328019925643228
health,imsmetn,0.020311087067025654
emprelp,edctn,0.020288884844493982
dngdkp,edlvmdie,0.020288403855381103
atncrse,facntr,0.020265772435106542
hincfel,stflife,0.020265314246942105
imsmetn,crmvct,0.02026061226988729
edlvpdie,edulvlfb,0.02019423359834755
clsprty,trstlgl,0.020190653459851896
edulvlfb,dscrgnd,0.02017815104724017
mocntr,rlgdnie,0.02017781240265052
eiscedf,dscrage,0.020173680343914837
edlvpdlt,rlgdnm,0.020168352544918423
edlvpdlt,rlgdnlt,0.020168352307148946
dngnap,edulvlfb,0.02013184892892806
emprm14,edlvmdie,0.02010359225097235
edctnp,dscrgnd,0.020095168362368607
edlvdch,uemp5yr,0.02009029374295267
rlgdnie,happy,0.02008855964709497
dscrlng,impcntr,0.02008756781428509
marsts,dscrsex,0.020068092270098214
hincfel,eiscedm,0.020050295830186724
rlgblg,imueclt,0.020046940259415613
rlgdnach,uemp12m,0.020032848503932874
dscrage,edulvlmb,0.02001653569111829
dvrcdeva,imueclt,0.01999528351761163
dngna,crpdwk,0.019978057097876926
chldhhe,dscrrlg,0.019972055803670348
dscrdsb,hswrkp,0.01997000602362079
trstplc,eiscedf,0.019926761554779585
edlvfdie,emprelp,0.0199241739694173
health,sclact,0.019923172334379763
crmvct,iorgact,0.019918108644285656
dngoth,edulvlpb,0.01990905607357677
edctn,stfeco,0.019904926844317293
rshpsts,ctzcntr,0.01989517991284972
uemp3m,rlgdnach,0.01986107467367549
dscrgnd,dngnapp,0.019844127091051513
iorgact,dngna,0.019837771529171946
dscrlng,edulvlpb,0.019834666261537126
trstprt,impcntr,0.019829542663293294
eiscedm,emplrel,0.01982162048000119
dscrgnd,rlgdnno,0.019819608694763225
edlvdie,edulvlb,0.019816073844236424
facntr,stfdem,0.019810323869717855
dngoth,edagegb,0.01978479920704069
rlgdnlt,pplfair,0.01977780207416461
wrkctra,dscretn,0.019775322874864304
uemplap,edlvdlt,0.01976389794124049
pdjobev,dscretn,0.019744575616805395
cmsrv,happy,0.0197221543291533
atncrse,emprm14,0.01971667699071836
mbtru,eiscedm,0.01970391957870987
edlvdch,mnactic,0.01969793897246135
edctn,eiscedp,0.01967781338044624
trstun,hlthhmp,0.01967322267540803
emplrel,edagegb,0.019671017232786477
imdfetn,mocntr,0.019635482143081175
edlvdfi,trstun,0.019624750514093414
dscrlng,dsbldp,0.019604747479243845
stfedu,wkdcorga,0.01959902758012015
edctnp,edulvlpb,0.01959334686386499
stflife,rlgdnlt,0.01959261726968134
uempli,crpdwk,0.019580426331154505
edlvpdfi,dscrntn,0.019556479047185542
edlvmdfi,clsprty,0.0195514093795263
hlthhmp,uemp3m,0.019528585903309068
bctprd,pplfair,0.019514340653987612
dscrlng,trstprl,0.019494342899527187
njbspv,pdwrk,0.019488145705134432
wkhct,pdwrk,0.019488145705134432
wkhtot,pdwrk,0.019488145705134432
dscrntn,estsz,0.019482835098526684
rtrd,edlvfdch,0.019475956518607403
pplfair,edlvdch,0.01947538397027394
pdwrkp,nacer2,0.019448022194146028
edlvmdie,maritalb,0.01944546078106062
edlvpdie,occf14b,0.019436941428763586
dscrdsb,edlvmdch,0.019388868212428252
dscrdsb,edlvpdfi,0.019370923481865483
trstep,rlgblg,0.019353505661314212
wrkac6m,eiscedp,0.019347033066572667
stfhlth,edlvmdlt,0.019345260255424684
dsbld,edlvpdfi,0.019317889427827962
dscroth,eiscedf,0.019314125467827972
rlgdnach,hinctnta,0.019283728531805634
dngoth,stfdem,0.019281090725440396
edctn,trstlgl,0.01925525215750426
stfeco,sclmeet,0.019248027973383548
rshpsts,maritalb,0.019224050597284506
stfedu,pdwrkp,0.019218417520736625
occm14b,health,0.019211837891685367
rlgdnach,occf14b,0.019194429129445197
mnactp,dscrsex,0.01915537852593767
lvgptnea,pdwrkp,0.019145586087100062
occm14b,impcntr,0.019123534699042453
aesfdrk,dscrgnd,0.01912094383754236
edulvlfb,eisced,0.01910101019812626
dscrgrp,eiscedp,0.01908365132281284
dscrlng,uemp3m,0.019072536867135472
trstun,dscrgnd,0.0190414187278603
dsbld,dscrdsb,0.019038896840515927
occf14b,cmsrv,0.019019859164359085
edlvdfi,stflife,0.019014266389677036
dsbld,dngoth,0.018995240388493272
hinctnta,rlgblg,0.01899433618551581
hswrkp,mainact,0.018957110042503444
cmsrv,pplfair,0.018933040836171887
rshpsts,tporgwk,0.018928660502197645
crpdwk,edulvlmb,0.01892160199269822
freehms,emplrel,0.018917519773668852
dscrage,dscrlng,0.018908735431559777
dscrsex,eisced,0.018895964628428946
dscretn,edlvmdie,0.01887722526833367
dvrcdeva,uemplap,0.018869376590622683
impcntr,dscrntn,0.018866224103645305
trstprl,rshpsts,0.018866216158974537
pdwrk,edlvfdch,0.018864551738267944
dngothp,lrscale,0.018843232185418772
dscrsex,iorgact,0.018839438594594183
dscrntn,dngothp,0.018830764826645707
health,edlvfdfi,0.018818703129431614
stflife,dscrsex,0.01881510775055804
tporgwk,edlvmdie,0.018807663423761688
hswrkp,eiscedf,0.01879905150479162
happy,pdwrk,0.01879827526986788
dngnapp,edlvfdie,0.018784167008739028
trstprl,uempla,0.018771023373741664
dngothp,uempli,0.01875276088265146
dscrntn,pdjobev,0.018748121413378588
dscrrlg,rshpsts,0.018715049880946986
stfdem,dngna,0.018689607084593676
eiscedm,wrkctra,0.018676603322952914
hswrkp,tporgwk,0.01865311201513689
edlvfdfi,edlvmdfi,0.01862048445773569
lrscale,edlvpdch,0.018613595153873383
crpdwkp,dscrgnd,0.01861016138700545
clsprty,imbgeco,0.01859428741393488
dscrntn,stfdem,0.018585450584605603
bctprd,uemplip,0.018569389664556755
ctzcntr,wrkac6m,0.018549729617129057
crmvct,pplhlp,0.01853053901902113
trstlgl,hswrk,0.018518091237278635
impcntr,chldhhe,0.018503227739459907
stfeco,hswrk,0.018496587406071942
uemplip,edctn,0.018492176051002458
mbtru,nacer2,0.0184724502369131
stfeco,ctzcntr,0.018447376795919956
uemplap,edlvfdch,0.018407948689692172
rlgdngb,dscrdsb,0.01837230528692456
hswrk,edulvlfb,0.018371348275565746
aesfdrk,edagegb,0.018347322663158985
pdwrk,crpdwk,0.018340301624755063
crpdwk,cmsrv,0.018326867019420975
dsbldp,pdwrk,0.018312117598232765
dscrage,imueclt,0.018308049315244428
polintr,emprf14,0.018307740562571714
imbgeco,edlvfdie,0.018286777306781278
dscretn,edulvlmb,0.01826003239971686
cmsrv,rlgblg,0.01824862191991751
crpdwk,edlvpdch,0.018225909139370965
edctnp,chldhhe,0.018164993470382466
hincsrca,rlgdnlt,0.018149586710277436
chldhhe,nacer2,0.018141384142673862
nacer2,chldhhe,0.018127813120597545
stflife,wrkctra,0.018111590844672502
dscrgrp,mnactic,0.01810300356277459
dsbld,tporgwk,0.01808910027266889
eisced,edctn,0.018079892258694844
polintr,uemp3m,0.018073132766258215
hincfel,hswrkp,0.018067828222833794
hswrk,eisced,0.01805573641775092
sclact,eiscedm,0.017994499239823984
rtrdp,tporgwk,0.017975427251234195
wrkac6m,dscrrlg,0.017974348927236733
edctn,uempli,0.017962795540905768
trstlgl,pdwrk,0.01794249310061998
edlvfdie,hswrkp,0.017940195308831147
dscrsex,rlgdnach,0.0179146486249315
occf14b,dngnap,0.01790812105484297
wrkac6m,hinctnta,0.01790419076712238
bctprd,trstplt,0.017886492628202987
health,impcntr,0.01787689256196804
dngdkp,edulvlpb,0.017794033041469988
jbspv,rlgblg,0.01778809343067072
aesfdrk,edlvfdie,0.017785837542669186
eiscedm,trstlgl,0.01774296767400204
edlvpdfi,crmvct,0.01773549242687577
edlvfdch,dscrdsb,0.017732177238375967
dscrsex,rtrd,0.017724501831544358
dngnapp,edagegb,0.017704950728071496
rlgdnach,trstprl,0.017699727731442662
edlvdlt,bctprd,0.017685244897695872
dscrsex,rlgblg,0.0176647123823443
stfhlth,eisced,0.017661788768583583
pdwrk,dngnap,0.017653953309339353
edlvfdch,imsmetn,0.0176532621741115
tporgwk,imueclt,0.017651237676769516
uempla,sclact,0.017649025892954015
pdwrk,mnactic,0.017619253851686965
eiscedf,eisced,0.01760075282657407
edulvlb,chldhhe,0.017590591309331834
dscrntn,rlgdnno,0.017581900411414914
chldhhe,trstlgl,0.017555339780166053
atncrse,imdfetn,0.01755481743583103
wkdcorga,hswrk,0.017514731509439968
facntr,freehms,0.01751115936356991
dscrgnd,nacer2,0.017501422473646645
mbtru,edulvlb,0.017474538964791696
ctzcntr,emprm14,0.01747440206607674
hswrk,lvgptnea,0.01746818097325839
emprm14,edagegb,0.017463150328359926
hswrk,pplhlp,0.01745219357979106
rlgdnach,trstplc,0.017430816509291694
emplrel,rlgdnach,0.01743010475859666
dscrsex,uemplip,0.01742463090092289
dscrrlg,rlgdnno,0.017403305496793357
edulvlpb,dngnapp,0.01740276935692548
dvrcdeva,impcntr,0.017381463176985093
dngothp,hincsrca,0.017368832452327752
njbspv,imdfetn,0.01736660463938927
wkhtot,imdfetn,0.01736660463938927
wkhct,imdfetn,0.01736660463938927
wkhtotp,imdfetn,0.01736660463938927
crpdwk,dngnap,0.017356040075312697
bctprd,dscrrlg,0.01734827327896611
bctprd,trstep,0.017333820674947764
mbtru,edlvdlt,0.01733309644304304
edlvmdch,pplhlp,0.01729525615898035
imdfetn,edlvmdch,0.017241104488090568
rlgdnach,wkdcorga,0.017231112569429448
sclmeet,edlvpdch,0.017230869170921016
wrkac6m,uempla,0.017229122686485833
edctn,dscrsex,0.017227619704325972
wrkac6m,stfeco,0.01716345006934774
rtrd,eiscedp,0.01709769743330465
dsbld,eisced,0.01709245429294523
rlgdnno,dscroth,0.01709232716133638
happy,mocntr,0.017087244871167986
crpdwk,pplfair,0.017037272063016813
trstprt,edlvfdie,0.017015224441720503
eisced,edulvlpb,0.016989519523645955
imdfetn,edlvdlt,0.01698173167337401
marsts,rlgdnach,0.01697486747883563
edlvfdie,rlgblg,0.016966579914490326
pdwrk,edlvpdie,0.016953878177743624
sclmeet,rlgdnach,0.016894755408531498
trstun,edagegb,0.016893911850823284
trstplc,emplrel,0.016885810026616176
dscroth,crpdwkp,0.01687448620778815
tporgwk,trstep,0.016856823673397955
dscrdsb,edulvlpb,0.016839009548807717
emprf14,rlgdnno,0.016822447352378485
health,uempla,0.01680328258330719
hincsrca,uempla,0.01678533250906119
mocntr,hinctnta,0.01676663847980215
dscretn,uempla,0.01673697395165001
eisced,rlgdnno,0.01672944274606443
facntr,hincfel,0.016705764039343485
facntr,stflife,0.016692952240227828
pplhlp,imsmetn,0.01668130150689317
chldhhe,mbtru,0.016678041508610887
polintr,edlvmdch,0.01665427676010777
edctnp,stfdem,0.016652367244499942
dngna,emprelp,0.01663907337841397
edlvfdie,eiscedf,0.016632469445996834
edulvlpb,rlgdnlt,0.016578573932483576
stfgov,hinctnta,0.016570645084560735
imsmetn,edlvmdie,0.0165682039213719
maritalb,dscrgrp,0.01654288776166659
hswrk,imbgeco,0.01653071062880712
uempla,rshpsts,0.016497681856544773
uemp5yr,iorgact,0.01649531966186845
pdwrk,cmsrv,0.016474903206240052
chldhhe,clsprty,0.01647124834713852
dscrage,trstlgl,0.016464066090540026
stflife,jbspv,0.016462439070874323
imdfetn,dsbld,0.016461702742265175
edlvmdie,dscrrlg,0.016453604580538857
edlvmdlt,eiscedp,0.016421775414991104
uemplip,edlvdie,0.01639934548598284
eiscedf,edulvlmb,0.016397398202562523
uemp12m,dsbld,0.01638505984383435
chldhhe,stfeco,0.01633531612776038
trstprl,crpdwk,0.016334288438178385
edlvdch,occf14b,0.01632182473833524
trstplc,clsprty,0.01629666724147255
dngothp,stfdem,0.01629544019420888
stflife,edlvmdlt,0.01628201095451648
health,dngnap,0.016242856280931924
edulvlmb,mnactp,0.016231410822346033
rlgdnach,dscrgrp,0.016212811853859248
njbspv,pplhlp,0.01619485616608663
wkhct,pplhlp,0.01619485616608663
wkhtot,pplhlp,0.01619485616608663
wkhtotp,pplhlp,0.01619485616608663
dngothp,mnactic,0.016157674400546634
edlvfdlt,rtrdp,0.016149484507115078
uemp3m,dscrlng,0.0161289020287372
edlvmdch,wrkctra,0.016118069071150723
uempla,iorgact,0.016112740973503098
chldhhe,uemplap,0.01606144100808951
edulvlb,dscrlng,0.01605091683109259
edulvlpb,eisced,0.016033036749353406
hswrk,eiscedp,0.01598272855683286
edlvfdfi,aesfdrk,0.015910664443609362
uemplip,dvrcdeva,0.01590725724646149
rlgblg,dscrgnd,0.015898279502184524
mainact,domicil,0.01589294685805142
dsbldp,edulvlfb,0.015835211513412148
dscrlng,emprf14,0.01582556586370855
trstun,cmsrv,0.01581319948229898
marsts,tporgwk,0.015809677954107842
stfgov,uempli,0.015770062074380774
dscrgnd,wrkac6m,0.015745482910001253
dscrsex,rlgdnm,0.015726774622738506
eisced,stfeco,0.015719381476717788
nacer2,edlvmdfi,0.015718309563781147
hinctnta,crmvct,0.015629215648868613
uemplip,trstplt,0.015613056826768258
edlvpdfi,dscroth,0.015596793620686278
eiscedm,pdwrkp,0.015594703357280595
dscrntn,dscrage,0.015590171851381715
hswrk,dngnap,0.01558582895727341
stflife,crmvct,0.015566979723111017
hincfel,rlgdnach,0.015555568915704206
imueclt,marsts,0.015542855938077665
bctprd,stflife,0.015529991551946294
edlvdie,chldhhe,0.015485374519115976
dscrlng,emprm14,0.015475719050055188
eiscedf,edlvfdie,0.015471725900468608
trstprt,polintr,0.015457509701580566
edlvdlt,dsbld,0.015439563438653492
wkdcorga,edlvdch,0.015411582579752461
dscrrlg,dscrdsb,0.015390676042933454
stfeco,rshpsts,0.015377531274376438
aesfdrk,uempla,0.01537240839112735
impcntr,crpdwk,0.015357366495506182
trstep,sclact,0.0153542228534733
uempla,edlvpdie,0.015305397681057285
dsbld,facntr,0.015284915902393517
health,trstun,0.015283658801538653
rtrdp,trstprt,0.015282210833461193
eisced,dscrage,0.015267543133293114
pdjobev,estsz,0.015194781091012632
rtrdp,rlgdngb,0.015162229007207095
trstprt,pplfair,0.015158021499138176
uemp12m,edulvlb,0.015145429831697192
dscrntn,uempla,0.01512307507558356
mocntr,emprm14,0.015120311218702949
eisced,pdwrk,0.01510893078068011
dngna,eisced,0.015104258608036054
dscrage,impcntr,0.015096247974518334
edctnp,dsbld,0.015081949639406275
trstprl,mnactp,0.015074406809390414
mocntr,dvrcdeva,0.015054971638571904
trstplc,uemp3m,0.015047065680073815
nacer2,dscrlng,0.015034679082811642
emprm14,trstep,0.015010935169545353
edlvpdch,dngnapp,0.01497269950609148
dngoth,rlgdnm,0.014940578726240716
occm14b,edlvmdie,0.014897264767003288
eiscedf,pdwrkp,0.01488676977033506
mnactic,rlgdnie,0.014883771878200142
hincsrca,rlgdnie,0.014878949517560205
mbtru,mocntr,0.014858638189369805
edulvlb,emplrel,0.014839818827960448
dscrage,rlgblg,0.01482774629705489
chldhhe,hinctnta,0.014814908794155042
dscrrlg,edlvfdfi,0.01481475594505998
edlvpdfi,emprf14,0.014776228417397674
rlgdnie,trstep,0.014772898179304023
edulvlpb,mbtru,0.014750944652404202
uemplap,imueclt,0.014732099409555666
imsmetn,chldhhe,0.014729444400742628
edlvmdfi,mnactic,0.014728062958017346
uemplap,mnactic,0.014717085619819936
mainact,sclact,0.014716444331477334
sclact,rlgdnm,0.014712629074951723
happy,edlvpdfi,0.014619127413036559
nacer2,dscrgnd,0.014617794293336137
wrkac6m,atncrse,0.01461139284683495
dngoth,edlvdlt,0.014568890319948742
facntr,domicil,0.01455673647345803
dscroth,hlthhmp,0.01455161829185568
dscrdsb,dscrage,0.014541317502097383
health,edlvfdlt,0.014511803555753433
edulvlb,jbspv,0.014508326273178024
emprf14,rlgblg,0.014499706581542211
eiscedf,imsmetn,0.014495944524335586
facntr,crpdwkp,0.01446143552826723
dscrrce,stflife,0.014439053878082926
hswrkp,polintr,0.01442741832443728
rlgdnno,ctzcntr,0.014394851059784539
trstlgl,crpdwkp,0.014356470563884192
edctnp,edlvpdfi,0.014296218931026144
atncrse,dvrcdeva,0.01428721792596041
hinctnta,edctn,0.014270170334522742
trstprt,imueclt,0.014266927613093193
aesfdrk,rlgdnie,0.014214741179234346
edlvdlt,maritalb,0.014213417154422696
pdjobev,rlgdnie,0.014190867065459724
stflife,crpdwkp,0.01419070380289051
freehms,dngdkp,0.014188151702211244
eiscedf,dngna,0.014175167082172431
eisced,mnactic,0.014166229674281591
edlvdie,bctprd,0.014133329749475579
rlgblg,dscrdsb,0.014121988218222095
wkdcorga,edlvpdfi,0.014112320273342069
dscrrlg,trstprl,0.014111355892746986
dsbld,emplrel,0.014106581640085367
edulvlpb,stflife,0.014089001374701919
nacer2,edlvpdlt,0.014083467773365103
eiscedm,freehms,0.01408052938226953
dscrage,rtrd,0.014078544122306504
hincsrca,rlgblg,0.014058370122880554
uempli,iorgact,0.014057325761836319
trstun,rtrd,0.014026080235629769
cmsrv,hinctnta,0.014024695798007754
stfhlth,eiscedf,0.013997124743718774
trstlgl,rlgdngb,0.013990352078998694
imdfetn,edlvmdlt,0.013961106473084017
mnactic,hswrkp,0.013937656944447721
edlvmdie,dscroth,0.013907309522550558
wrkctra,dscrgrp,0.013903875542617593
sclmeet,edlvmdie,0.013844506066727151
lrscale,dsbld,0.013811269390498704
mainact,atncrse,0.013810684895255582
health,rlgdnach,0.013807976825137104
trstprl,rlgblg,0.013760231657151803
dsbld,trstprl,0.013756590888456453
dscrgnd,edlvpdlt,0.013755953281592154
edlvmdie,rshpsts,0.013755077160627793
dscrgnd,trstep,0.013746525036505974
edlvfdfi,sclmeet,0.013739443773054714
dngnap,stfedu,0.01371001089314322
edulvlb,pdwrk,0.013678094472103539
dngoth,hincsrca,0.01366840354728105
edlvdch,clsprty,0.013666081602572808
health,pdwrkp,0.013661937692119853
imdfetn,mbtru,0.013635324441056147
pplhlp,mnactp,0.013606166723403153
dscretn,emprf14,0.013583816189001972
dscrdsb,eisced,0.013539164232063403
edlvfdie,stfeco,0.01353778222531956
chldhhe,happy,0.013530988586845642
dsbld,emprm14,0.013524372948674382
rlgdnlt,mainact,0.013498002718380739
edlvdch,trstep,0.013494678823868872
dscrntn,mainact,0.013483982915107821
imsmetn,dscrntn,0.013479747833300873
hswrk,mbtru,0.013462439545845264
dscrlng,dscretn,0.013455475189154312
emprm14,edlvfdch,0.01344586107252347
pdwrk,dscrsex,0.01335661600825594
imdfetn,edlvmdfi,0.013354578195713743
rlgdnie,wkdcorga,0.013350201939499144
trstprl,stfeco,0.0133452807870496
edlvmdie,hincfel,0.013305729485083663
hswrkp,rshpsts,0.01329038117522869
rlgdnie,emprm14,0.013290216817012548
emprf14,crpdwkp,0.01326346703496882
edlvfdch,rshpsts,0.013226089805351178
dngnapp,facntr,0.01320750518704221
rlgdnie,edulvlmb,0.013206957332501941
trstep,uempli,0.013206732426190637
hlthhmp,rlgdngb,0.0131899215012906
edulvlb,hincsrca,0.013171805992153146
hincsrca,dngna,0.013162167864051402
edlvmdie,edulvlfb,0.013152212263817208
trstlgl,pdjobev,0.013101540222048381
dscrgrp,pdwrkp,0.013100915760969695
njbspv,rtrdp,0.013089875417278976
wkhct,rtrdp,0.013089875417278976
wkhtotp,rtrdp,0.013089875417278976
wkhtot,rtrdp,0.013089875417278976
pdwrk,freehms,0.013061328036059291
sclact,uemplip,0.013051125349569516
domicil,facntr,0.01305055848364886
crmvct,dscrsex,0.013049734786794685
dscrgrp,crpdwk,0.012973551815938338
edlvmdfi,edlvfdfi,0.01295235849691749
edulvlb,imbgeco,0.012939525587238397
pdjobev,dscrage,0.012879491202968156
sclmeet,uemp3m,0.01286715341595851
ctzcntr,health,0.012859996903414196
pdjobev,edlvpdie,0.01285846156191698
stflife,edulvlfb,0.01281469709531722
rlgdnach,occm14b,0.012758003293212708
hswrk,edlvfdie,0.012754127537592377
facntr,tporgwk,0.012739650827601756
facntr,dngothp,0.01269968550365222
trstprl,dscrgrp,0.012671956169953952
uemplap,edlvpdch,0.01266150616893004
occf14b,uempli,0.012624261241693455
hlthhmp,crmvct,0.012588934470662533
mbtru,wrkctra,0.012510725316103387
dscrlng,marsts,0.012477532549538164
dscrrce,hlthhmp,0.012392766066647729
stfhlth,stfgov,0.012389866995170792
nacer2,rlgdnie,0.012380234300396004
trstlgl,aesfdrk,0.012368262641703223
rlgdnm,mocntr,0.012356036890964817
trstprt,edulvlb,0.012330917919873882
dngdkp,mocntr,0.01232137399726857
mbtru,dvrcdeva,0.012296798341811542
atncrse,rlgdngb,0.012295949493810611
eiscedm,emprelp,0.012280354351585678
dngothp,edlvmdie,0.012265201312626386
eisced,edulvlb,0.01226101546856645
pplhlp,happy,0.012109927167283575
rlgdnie,eiscedp,0.0121055550861697
rtrd,rshpsts,0.01207035854140185
impcntr,pdjobev,0.012069077327778566
imwbcnt,chldhhe,0.012054782411536479
crpdwkp,hinctnta,0.012016701685069964
emprm14,sclact,0.012014892048651402
imueclt,eiscedf,0.01199773908259482
rlgblg,pdwrkp,0.011989851447301227
uemp5yr,edlvmdch,0.011957297688596838
edulvlmb,pdwrk,0.011911133236045562
edctn,estsz,0.01190674124148454
emprm14,wrkac6m,0.01186429382540713
lrscale,sclact,0.011857068376396253
facntr,dscrsex,0.011829008448106353
wrkctra,crmvct,0.0118171287651073
stfhlth,rlgdngb,0.011795190741632995
edlvfdch,wrkctra,0.011794792534013145
pdjobev,imbgeco,0.011751132696042756
uempli,rlgblg,0.011741578209766158
edlvmdch,imsmetn,0.01174083930966828
eiscedf,lrscale,0.01170416389763624
sclmeet,imwbcnt,0.01170271171385713
uemp5yr,mbtru,0.011672098228605578
cmsrv,hincsrca,0.011639984087122461
rlgblg,stfhlth,0.01163606475486359
dscrgnd,pdwrk,0.011635062749701233
eiscedm,imwbcnt,0.01162994020532642
emprelp,dsbld,0.011629925613339288
stflife,uemp3m,0.0116222892739688
edulvlpb,pdwrk,0.01157177768495151
dscretn,pdwrkp,0.011553615142908952
uemplap,pdwrkp,0.011546395621101428
edlvfdie,hswrk,0.011536539191015695
dscrlng,stfeco,0.01150855449438596
dscrlng,uemp5yr,0.011501768328159141
